Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
109977,127007,2-3 times a month,Before exercise,Other,No,Neutral,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Brand reputation,Other,Vitamins,No,Yes,TV commercials,Eco-friendly design,Yes,100-150,Local stores,Sports/exercise
109978,127008,2-3 times a week,Throughout the day,To combat fatigue,Yes,Negative,Not sure,Yes,5,Health concerns,Blue Bull,Brand reputation,Other,Vitamins,No,Yes,Other,Compact and portable cans,Not Sure,Below 50,Other,Studying/working late
109979,127009,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,2,Not interested in energy drinks,Sky 9,Brand reputation,Healthier alternatives,Vitamins,No,Not Sure,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
109980,127010,2-3 times a week,Throughout the day,To combat fatigue,Yes,Negative,Not sure,No,2,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Sugar,No,No,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
109981,127011,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Not sure,Yes,4,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Sports/exercise
109982,127012,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Negative,Healthy,No,3,Unfamiliar with the brand,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Other
109983,127013,Daily,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,3,Other,Sky 9,Taste/flavor preference,Reduced sugar content,Guarana,Yes,No,Online ads,Compact and portable cans,Yes,Above 150,Local stores,Sports/exercise
109984,127014,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Dangerous,No,5,Unfamiliar with the brand,Gangster,Other,Reduced sugar content,Vitamins,No,Yes,TV commercials,Eco-friendly design,Not Sure,50-99,Local stores,Sports/exercise
109985,127015,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,No,3,Health concerns,Bepsi,Effectiveness,More natural ingredients,Vitamins,Yes,No,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
109986,127016,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Effective,No,5,Not available locally,CodeX,Availability,Wider range of flavors,Caffeine,Yes,No,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
109987,127017,Daily,Before exercise,To boost performance,Yes,Neutral,Effective,Yes,5,Not interested in energy drinks,Sky 9,Effectiveness,Other,Guarana,No,No,Online ads,Collectible packaging,No,Above 150,Supermarkets,Sports/exercise
109988,127018,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Negative,Effective,Yes,5,Not available locally,Sky 9,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Online ads,Collectible packaging,Not Sure,50-99,Online retailers,Studying/working late
109989,127019,Daily,For mental alertness,To enhance sports performance,No,Neutral,Effective,No,3,Health concerns,Others,Availability,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
109990,127020,Once a week,Before exercise,To boost performance,No,Positive,Not sure,Yes,1,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
109991,127021,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,2,Unfamiliar with the brand,Blue Bull,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Print media,Collectible packaging,No,Above 150,Supermarkets,Sports/exercise
109992,127022,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,Yes,3,Other,Gangster,Brand reputation,Wider range of flavors,Sugar,No,No,Print media,Innovative bottle design,Yes,Above 150,Online retailers,Sports/exercise
109993,127023,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,4,Other,Bepsi,Availability,More natural ingredients,Vitamins,Yes,No,Other,Compact and portable cans,No,Above 150,Gyms and fitness centers,Sports/exercise
109994,127024,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,Yes,1,Health concerns,Gangster,Availability,More natural ingredients,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
109995,127025,Daily,Throughout the day,Increased energy and focus,Yes,Positive,Healthy,No,3,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,No,50-99,Local stores,Sports/exercise
109996,127026,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Negative,Dangerous,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,100-150,Supermarkets,Studying/working late
109997,127027,Once a week,Before exercise,To boost performance,No,Negative,Healthy,Yes,3,Not interested in energy drinks,Others,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,Other,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
109998,127028,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,2,Not available locally,Sky 9,Other,Other,Sugar,No,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
109999,127029,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
110000,127030,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Effective,No,1,Not interested in energy drinks,Blue Bull,Brand reputation,Other,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Social outings/parties
110001,127031,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,4,Health concerns,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,No,TV commercials,Compact and portable cans,No,Below 50,Local stores,Sports/exercise
110002,127032,2-3 times a week,Throughout the day,To combat fatigue,Yes,Positive,Healthy,No,4,Health concerns,Sky 9,Other,Reduced sugar content,Sugar,Yes,Not Sure,TV commercials,Collectible packaging,No,100-150,Supermarkets,Sports/exercise
110003,127033,2-3 times a week,Before exercise,To combat fatigue,No,Negative,Effective,No,2,Health concerns,Bepsi,Other,More natural ingredients,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,Above 150,Gyms and fitness centers,Studying/working late
110004,127034,Daily,To stay awake during work/study,To combat fatigue,No,Negative,Effective,No,3,Other,Gangster,Taste/flavor preference,More natural ingredients,Vitamins,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
110005,127035,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,4,Other,Bepsi,Availability,More natural ingredients,Sugar,Yes,Yes,Other,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
110006,127036,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,Yes,5,Other,Others,Effectiveness,More natural ingredients,Caffeine,No,Not Sure,Outdoor billboards,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
110007,127037,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,3,Health concerns,Bepsi,Availability,Reduced sugar content,Vitamins,No,Yes,Online ads,Eco-friendly design,Yes,Below 50,Supermarkets,Studying/working late
110008,127038,Once a week,Before exercise,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,Other,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
110009,127039,Rarely,Before exercise,Increased energy and focus,No,Negative,Effective,Yes,4,Not available locally,Bepsi,Other,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
110010,127040,Rarely,For mental alertness,To boost performance,Yes,Neutral,Not sure,No,3,Not interested in energy drinks,Sky 9,Effectiveness,Healthier alternatives,Caffeine,No,No,Online ads,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Social outings/parties
110011,127041,Rarely,To stay awake during work/study,Other,Yes,Negative,Effective,No,2,Not available locally,Gangster,Effectiveness,More natural ingredients,Sugar,No,Yes,Online ads,Innovative bottle design,No,Below 50,Supermarkets,Sports/exercise
110012,127042,Daily,For mental alertness,To boost performance,No,Neutral,Not sure,No,2,Not interested in energy drinks,Gangster,Other,More natural ingredients,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,Above 150,Gyms and fitness centers,Studying/working late
110013,127043,Rarely,For mental alertness,Increased energy and focus,Yes,Negative,Healthy,No,3,Unfamiliar with the brand,Cola-Coka,Other,Wider range of flavors,Vitamins,No,No,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
110014,127044,Rarely,Throughout the day,To combat fatigue,No,Neutral,Not sure,Yes,3,Not available locally,Sky 9,Availability,Reduced sugar content,Guarana,No,Yes,Online ads,Collectible packaging,Not Sure,Below 50,Local stores,Sports/exercise
110015,127045,2-3 times a week,For mental alertness,Increased energy and focus,No,Negative,Dangerous,No,1,Not available locally,CodeX,Availability,More natural ingredients,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Sports/exercise
110016,127046,Rarely,Throughout the day,To enhance sports performance,No,Neutral,Not sure,No,3,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Social outings/parties
110017,127047,Daily,Before exercise,To combat fatigue,Yes,Negative,Dangerous,Yes,2,Not interested in energy drinks,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,No,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
110018,127048,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Dangerous,No,3,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Sugar,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Other
110019,127049,2-3 times a week,For mental alertness,To combat fatigue,No,Negative,Healthy,Yes,5,Not available locally,Gangster,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Social outings/parties
110020,127050,2-3 times a week,For mental alertness,To boost performance,Yes,Neutral,Dangerous,No,3,Unfamiliar with the brand,Gangster,Availability,More natural ingredients,Sugar,Yes,Not Sure,Print media,Collectible packaging,No,100-150,Gyms and fitness centers,Studying/working late
110021,127051,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,Yes,5,Not available locally,Bepsi,Other,Wider range of flavors,Vitamins,Yes,No,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Sports/exercise
110022,127052,Once a week,For mental alertness,To combat fatigue,No,Neutral,Effective,Yes,2,Other,CodeX,Availability,Reduced sugar content,Caffeine,Yes,No,TV commercials,Eco-friendly design,No,50-99,Online retailers,Other
110023,127053,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,Yes,3,Not available locally,Bepsi,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
110024,127054,2-3 times a week,Before exercise,To boost performance,No,Neutral,Not sure,No,4,Health concerns,Others,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Other,Compact and portable cans,Yes,Below 50,Online retailers,Social outings/parties
110025,127055,Daily,Before exercise,Increased energy and focus,No,Positive,Not sure,No,4,Health concerns,Blue Bull,Brand reputation,Healthier alternatives,Caffeine,Yes,No,TV commercials,Eco-friendly design,Yes,Above 150,Supermarkets,Studying/working late
110026,127056,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,Gangster,Other,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,100-150,Supermarkets,Social outings/parties
110027,127057,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Positive,Healthy,No,3,Unfamiliar with the brand,CodeX,Other,Reduced sugar content,Caffeine,No,No,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Other
110028,127058,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,4,Health concerns,Cola-Coka,Availability,Wider range of flavors,Sugar,No,Not Sure,Other,Innovative bottle design,No,Below 50,Supermarkets,Social outings/parties
110029,127059,Once a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,Yes,3,Not interested in energy drinks,Sky 9,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
110030,127060,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,Yes,3,Health concerns,Gangster,Effectiveness,Reduced sugar content,Sugar,Yes,No,Online ads,Other,No,50-99,Supermarkets,Sports/exercise
110031,127061,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,Yes,4,Not available locally,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,No,No,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late
110032,127062,Rarely,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,No,3,Health concerns,Others,Other,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Eco-friendly design,No,100-150,Gyms and fitness centers,Studying/working late
110033,127063,Daily,Before exercise,To combat fatigue,Yes,Negative,Healthy,No,1,Unfamiliar with the brand,Gangster,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Other,Compact and portable cans,Not Sure,Above 150,Gyms and fitness centers,Sports/exercise
110034,127064,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,2,Health concerns,Blue Bull,Availability,More natural ingredients,Vitamins,No,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Online retailers,Sports/exercise
110035,127065,Rarely,Before exercise,Other,Yes,Negative,Dangerous,No,3,Other,Bepsi,Effectiveness,Other,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,Below 50,Supermarkets,Studying/working late
110036,127066,Daily,To stay awake during work/study,To combat fatigue,Yes,Positive,Not sure,Yes,3,Not available locally,Bepsi,Availability,Reduced sugar content,Sugar,No,No,Print media,Compact and portable cans,Not Sure,Above 150,Online retailers,Sports/exercise
110037,127067,Rarely,Before exercise,To boost performance,No,Neutral,Dangerous,Yes,2,Health concerns,Bepsi,Other,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Below 50,Supermarkets,Sports/exercise
110038,127068,Daily,To stay awake during work/study,To boost performance,Yes,Neutral,Dangerous,No,1,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Other,Collectible packaging,Yes,50-99,Supermarkets,Sports/exercise
110039,127069,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,1,Not interested in energy drinks,Sky 9,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Other,No,100-150,Local stores,Sports/exercise
110040,127070,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Healthy,Yes,3,Other,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Other
110041,127071,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Health concerns,Bepsi,Availability,Other,Caffeine,Yes,Yes,Online ads,Other,Not Sure,50-99,Online retailers,Social outings/parties
110042,127072,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Positive,Effective,No,3,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,Online ads,Eco-friendly design,Yes,Below 50,Supermarkets,Sports/exercise
110043,127073,Rarely,Throughout the day,To combat fatigue,No,Neutral,Dangerous,No,5,Unfamiliar with the brand,Bepsi,Other,Healthier alternatives,Caffeine,Yes,No,Online ads,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late
110044,127074,Rarely,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,5,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Caffeine,Yes,No,Online ads,Eco-friendly design,No,Below 50,Gyms and fitness centers,Social outings/parties
110045,127075,Daily,Before exercise,Increased energy and focus,No,Negative,Effective,Yes,4,Other,Blue Bull,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,Other,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
110046,127076,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,No,5,Other,Sky 9,Effectiveness,Wider range of flavors,Caffeine,No,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Sports/exercise
110047,127077,2-3 times a month,Before exercise,Other,No,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Others,Taste/flavor preference,Reduced sugar content,Sugar,Yes,No,Online ads,Innovative bottle design,No,50-99,Gyms and fitness centers,Other
110048,127078,2-3 times a week,Throughout the day,To combat fatigue,Yes,Positive,Not sure,No,4,Unfamiliar with the brand,Blue Bull,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
110049,127079,Rarely,Before exercise,To combat fatigue,No,Positive,Not sure,No,3,Health concerns,Others,Effectiveness,More natural ingredients,Caffeine,Yes,No,Other,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
110050,127080,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,5,Not interested in energy drinks,Sky 9,Other,More natural ingredients,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,No,Above 150,Other,Studying/working late
110051,127081,Once a week,To stay awake during work/study,To combat fatigue,Yes,Negative,Not sure,Yes,4,Health concerns,Sky 9,Brand reputation,Healthier alternatives,Caffeine,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Sports/exercise
110052,127082,Daily,Throughout the day,To combat fatigue,No,Neutral,Effective,Yes,3,Other,Sky 9,Brand reputation,Reduced sugar content,Guarana,No,No,Other,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
110053,127083,Rarely,Throughout the day,To boost performance,Yes,Positive,Dangerous,Yes,1,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Innovative bottle design,No,Above 150,Online retailers,Sports/exercise
110054,127084,2-3 times a month,To stay awake during work/study,To enhance sports performance,Yes,Negative,Not sure,Yes,5,Other,Blue Bull,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Not Sure,Below 50,Gyms and fitness centers,Studying/working late
110055,127085,2-3 times a week,Before exercise,To boost performance,No,Negative,Not sure,No,4,Not available locally,Blue Bull,Effectiveness,Wider range of flavors,Guarana,No,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
110056,127086,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,No,3,Not interested in energy drinks,Gangster,Availability,Wider range of flavors,Caffeine,Yes,Not Sure,Other,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
110057,127087,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,4,Not interested in energy drinks,Blue Bull,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Other,No,100-150,Supermarkets,Sports/exercise
110058,127088,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Dangerous,No,5,Not available locally,Cola-Coka,Effectiveness,Healthier alternatives,Vitamins,No,No,TV commercials,Innovative bottle design,Yes,100-150,Local stores,Sports/exercise
110059,127089,2-3 times a month,Throughout the day,To boost performance,Yes,Positive,Effective,No,3,Health concerns,Bepsi,Brand reputation,Other,Caffeine,Yes,Yes,TV commercials,Collectible packaging,Yes,100-150,Local stores,Sports/exercise
110060,127090,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,5,Unfamiliar with the brand,Bepsi,Availability,More natural ingredients,Sugar,No,Yes,Outdoor billboards,Eco-friendly design,Yes,50-99,Local stores,Studying/working late
110061,127091,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Not sure,Yes,4,Not available locally,Sky 9,Other,Reduced sugar content,Sugar,Yes,Not Sure,Other,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
110062,127092,Daily,Before exercise,To boost performance,Yes,Positive,Not sure,No,3,Not available locally,Bepsi,Other,Wider range of flavors,Sugar,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
110063,127093,Once a week,Throughout the day,To boost performance,Yes,Neutral,Healthy,No,4,Not available locally,Cola-Coka,Taste/flavor preference,More natural ingredients,Sugar,Yes,Yes,TV commercials,Collectible packaging,Yes,50-99,Online retailers,Studying/working late
110064,127094,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,5,Not available locally,Bepsi,Brand reputation,More natural ingredients,Vitamins,No,No,Print media,Compact and portable cans,No,50-99,Local stores,Sports/exercise
110065,127095,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Healthy,Yes,3,Health concerns,Bepsi,Availability,Wider range of flavors,Caffeine,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
110066,127096,Rarely,Before exercise,Increased energy and focus,Yes,Negative,Not sure,No,2,Not available locally,Sky 9,Brand reputation,Healthier alternatives,Vitamins,Yes,Yes,Print media,Compact and portable cans,Yes,100-150,Other,Sports/exercise
110067,127097,Rarely,For mental alertness,Other,No,Negative,Effective,Yes,5,Not available locally,CodeX,Effectiveness,Wider range of flavors,Sugar,Yes,Yes,Outdoor billboards,Collectible packaging,No,50-99,Supermarkets,Other
110068,127098,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,Yes,4,Other,CodeX,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Not Sure,Above 150,Other,Studying/working late
110069,127099,Daily,Before exercise,Increased energy and focus,No,Neutral,Not sure,Yes,3,Unfamiliar with the brand,Others,Effectiveness,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Social outings/parties
110070,127100,Rarely,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Effective,Yes,5,Health concerns,Gangster,Other,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Eco-friendly design,Yes,50-99,Supermarkets,Studying/working late
110071,127101,2-3 times a week,To stay awake during work/study,Other,Yes,Neutral,Dangerous,No,2,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Social outings/parties
110072,127102,2-3 times a week,For mental alertness,To boost performance,Yes,Neutral,Effective,Yes,4,Not interested in energy drinks,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
110073,127103,2-3 times a week,Throughout the day,Increased energy and focus,No,Positive,Effective,Yes,1,Not interested in energy drinks,Gangster,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
110074,127104,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,No,3,Health concerns,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Online retailers,Sports/exercise
110075,127105,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,2,Unfamiliar with the brand,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Print media,Collectible packaging,No,100-150,Supermarkets,Studying/working late
110076,127106,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Dangerous,No,5,Unfamiliar with the brand,Cola-Coka,Brand reputation,Other,Guarana,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
110077,127107,2-3 times a week,For mental alertness,Increased energy and focus,No,Positive,Not sure,Yes,3,Other,Bepsi,Other,More natural ingredients,Vitamins,Yes,No,Outdoor billboards,Collectible packaging,No,Above 150,Other,Studying/working late
110078,127108,Once a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,No,4,Not available locally,Gangster,Other,Wider range of flavors,Vitamins,No,No,Online ads,Innovative bottle design,Yes,Above 150,Other,Studying/working late
110079,127109,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,2,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,No,TV commercials,Eco-friendly design,No,Below 50,Supermarkets,Driving/commuting
110080,127110,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,2,Unfamiliar with the brand,Sky 9,Availability,Reduced sugar content,Caffeine,Yes,No,Print media,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late
110081,127111,Rarely,Before exercise,To enhance sports performance,No,Negative,Effective,No,1,Other,Bepsi,Effectiveness,Other,Caffeine,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
110082,127112,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,4,Unfamiliar with the brand,Sky 9,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Print media,Compact and portable cans,Yes,Below 50,Gyms and fitness centers,Sports/exercise
110083,127113,Rarely,For mental alertness,To combat fatigue,No,Neutral,Not sure,No,3,Not available locally,Sky 9,Effectiveness,Reduced sugar content,Guarana,Yes,No,TV commercials,Innovative bottle design,No,Below 50,Supermarkets,Social outings/parties
110084,127114,Daily,To stay awake during work/study,Increased energy and focus,Yes,Negative,Dangerous,Yes,5,Other,Gangster,Availability,Other,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Not Sure,Above 150,Supermarkets,Social outings/parties
110085,127115,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,1,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
110086,127116,Once a week,Throughout the day,To enhance sports performance,No,Neutral,Dangerous,Yes,4,Unfamiliar with the brand,Gangster,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Local stores,Social outings/parties
110087,127117,2-3 times a week,Throughout the day,To combat fatigue,No,Neutral,Dangerous,No,1,Health concerns,Gangster,Taste/flavor preference,Other,Vitamins,Yes,Yes,Outdoor billboards,Collectible packaging,No,Above 150,Supermarkets,Social outings/parties
110088,127118,Daily,To stay awake during work/study,To boost performance,Yes,Neutral,Dangerous,Yes,5,Not interested in energy drinks,Gangster,Other,Other,Vitamins,Yes,Yes,Print media,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late
110089,127119,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Healthy,No,5,Health concerns,Blue Bull,Effectiveness,Wider range of flavors,Caffeine,Yes,No,Online ads,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late
